,Unnamed: 0,name,year,runtime,genre,rating,metascore,timeline,votes,gross
909,909,The Raid: Redemption,2011,101,"Action, Thriller",7.6,73.0,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"193,322",$4.11M
910,910,End of Watch,2012,109,"Action, Crime, Drama",7.6,68.0,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.","231,266",$41.00M
911,911,The Secret World of Arrietty,2010,94,"Animation, Adventure, Family",7.6,80.0,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","83,385",$19.20M
912,912,A Star Is Born,2018,136,"Drama, Music, Romance",7.6,88.0,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,"345,695",$215.29M
913,913,True Grit,2010,110,"Drama, Western",7.6,80.0,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"317,218",$171.24M
914,914,In a Better World,2010,118,"Drama, Romance",7.6,65.0,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.","38,856",$1.01M
915,915,Despicable Me,2010,95,"Animation, Comedy, Crime",7.6,72.0,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","507,818",$251.51M
916,916,50/50,2011,100,"Comedy, Drama, Romance",7.6,72.0,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","318,164",$35.01M
917,917,Kick-Ass,2010,117,"Action, Comedy, Crime",7.6,66.0,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","530,801",$48.07M
919,919,Moneyball,2011,133,"Biography, Drama, Sport",7.6,87.0,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"379,573",$75.61M
920,920,The Skin I Live In,2011,120,"Drama, Horror, Thriller",7.6,70.0,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","141,803",$3.19M
921,921,Zombieland,2009,88,"Adventure, Comedy, Fantasy",7.6,73.0,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search or the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.","528,010",$75.59M
923,923,Sherlock Holmes,2009,128,"Action, Adventure, Mystery",7.6,57.0,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,"590,806",$209.03M
924,924,The Blind Side,2009,129,"Biography, Drama, Sport",7.6,53.0,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","299,347",$255.96M
925,925,The Visitor,I 2007,104,Drama,7.6,79.0,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,"41,807",$9.42M
926,926,Seven Pounds,2008,123,Drama,7.6,36.0,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,"289,822",$69.95M
927,927,Eastern Promises,2007,100,"Action, Crime, Drama",7.6,82.0,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,"230,970",$17.11M
928,928,Stardust,2007,127,"Adventure, Family, Fantasy",7.6,66.0,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.","258,617",$38.63M
929,929,The Secret of Kells,2009,75,"Animation, Adventure, Family",7.6,81.0,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","32,865",$0.69M
930,930,Inside Man,2006,129,"Crime, Drama, Mystery",7.6,76.0,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","347,028",$88.51M
931,931,Gone Baby Gone,2007,114,"Crime, Drama, Mystery",7.6,72.0,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","254,442",$20.30M
932,932,La Vie En Rose,2007,140,"Biography, Drama, Music",7.6,66.0,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.","83,653",$10.30M
933,933,Fearless,2006,104,"Action, Biography, Drama",7.6,70.0,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.","73,432",$24.63M
934,934,The Illusionist,2006,110,"Drama, Fantasy, Mystery",7.6,68.0,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","357,940",$39.87M
935,935,Dead Man's Shoes,2004,90,"Crime, Drama, Thriller",7.6,52.0,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,"50,391",$0.01M
936,936,Harry Potter and the Half-Blood Prince,2009,153,"Action, Adventure, Family",7.6,78.0,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","486,611",$301.96M
937,937,300,2006,117,"Action, Drama",7.6,52.0,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"743,810",$210.61M
938,938,Match Point,2005,124,"Drama, Romance, Thriller",7.6,72.0,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.","208,457",$23.09M
939,939,Watchmen,2009,162,"Action, Drama, Mystery",7.6,56.0,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","514,915",$107.51M
940,940,Lord of War,2005,122,"Action, Crime, Drama",7.6,62.0,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,"297,594",$24.15M
941,941,Saw,2004,103,"Horror, Mystery, Thriller",7.6,46.0,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.","385,527",$56.00M
942,942,Mysterious Skin,2004,105,Drama,7.6,73.0,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.","66,527",$0.70M
943,943,A Very Long Engagement,2004,133,"Drama, Mystery, Romance",7.6,76.0,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.","71,418",$6.17M
944,944,The Station Agent,2003,89,"Comedy, Drama",7.6,81.0,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.","67,930",$5.74M
945,945,21 Grams,2003,124,"Crime, Drama, Thriller",7.6,70.0,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.","226,737",$16.29M
946,946,Sympathy for Mr. Vengeance,2002,129,"Crime, Drama, Thriller",7.6,56.0,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.","63,936",$0.05M
947,947,25th Hour,2002,135,Drama,7.6,68.0,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.","171,286",$13.06M
948,948,The Butterfly Effect,2004,113,"Drama, Sci-Fi, Thriller",7.6,30.0,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","456,921",$57.94M
949,949,I Am Sam,2001,132,Drama,7.6,28.0,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,"144,283",$40.31M
951,951,The Royal Tenenbaums,2001,110,"Comedy, Drama",7.6,76.0,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,"271,415",$52.36M
952,952,Y Tu Mamá También,2001,106,Drama,7.6,88.0,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","117,313",$13.62M
953,953,Harry Potter and the Sorcerer's Stone,2001,152,"Adventure, Family, Fantasy",7.6,64.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","674,718",$317.58M
954,954,The Others,2001,104,"Horror, Mystery, Thriller",7.6,74.0,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,"343,087",$96.52M
955,955,Enemy at the Gates,2001,131,"Drama, History, War",7.6,53.0,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,"247,038",$51.40M
956,956,Traffic,2000,147,"Crime, Drama, Thriller",7.6,86.0,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","198,238",$124.12M
957,957,Minority Report,2002,145,"Action, Crime, Mystery",7.6,80.0,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","515,412",$132.07M
958,958,American Psycho,2000,101,"Comedy, Crime, Drama",7.6,64.0,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","506,628",$15.07M
959,959,The Thin Red Line,1998,170,"Drama, War",7.6,78.0,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","175,658",$36.40M
960,960,Mulan,1998,88,"Animation, Adventure, Family",7.6,71.0,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","262,060",$120.62M
961,961,Fear and Loathing in Las Vegas,1998,118,"Adventure, Comedy, Drama",7.6,41.0,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,"263,538",$10.68M
962,962,Dark City,1998,100,"Fantasy, Mystery, Sci-Fi",7.6,66.0,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.","190,214",$14.38M
963,963,Lost Highway,1997,134,"Mystery, Thriller",7.6,52.0,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.","133,429",$3.80M
964,964,Die Hard with a Vengeance,1995,128,"Action, Adventure, Thriller",7.6,58.0,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.","368,018",$100.01M
965,965,The Bridges of Madison County,1995,135,"Drama, Romance",7.6,69.0,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"74,743",$71.52M
966,966,Apollo 13,I 1995,140,"Adventure, Drama, History",7.6,77.0,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"274,705",$173.84M
967,967,Three Colors: White,1994,92,"Comedy, Drama, Romance",7.6,88.0,"After his wife divorces him, a Polish immigrant plots to get even with her.","66,283",$1.46M
968,968,Falling Down,1993,113,"Action, Crime, Drama",7.6,56.0,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,"175,365",$40.90M
969,969,Dazed and Confused,1993,102,Comedy,7.6,78.0,The adventures of high school and junior high students on the last day of school in May 1976.,"169,791",$7.99M
970,970,My Cousin Vinny,1992,120,"Comedy, Crime",7.6,68.0,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.","110,465",$52.93M
971,971,Only Yesterday,1991,118,"Animation, Drama, Romance",7.6,90.0,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,"28,254",$0.45M
972,972,Delicatessen,1991,99,"Comedy, Crime",7.6,66.0,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"81,540",$1.79M
973,973,The Hunt for Red October,1990,135,"Action, Adventure, Thriller",7.6,58.0,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?","183,908",$122.01M
974,974,Home Alone,1990,103,"Comedy, Family",7.6,63.0,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,"496,570",$285.76M
975,975,The Godfather: Part III,1990,162,"Crime, Drama",7.6,60.0,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.","367,549",$66.67M
976,976,When Harry Met Sally...,1989,95,"Comedy, Drama, Romance",7.6,76.0,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","199,709",$92.82M
977,977,The Little Mermaid,1989,83,"Animation, Family, Fantasy",7.6,88.0,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"241,715",$111.54M
978,978,The Naked Gun: From the Files of Police Squad!,1988,85,"Comedy, Crime",7.6,76.0,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,"155,970",$78.76M
979,979,Withnail & I,1987,107,"Comedy, Drama",7.6,84.0,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.","41,089",$1.54M
980,980,Lethal Weapon,1987,109,"Action, Crime, Thriller",7.6,68.0,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,"240,345",$65.21M
981,981,Blood Simple,1984,99,"Crime, Drama, Thriller",7.6,83.0,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.","89,775",$2.15M
982,982,On Golden Pond,1981,109,Drama,7.6,68.0,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.","28,234",$119.29M
983,983,Mad Max 2: The Road Warrior,1981,96,"Action, Adventure, Sci-Fi",7.6,77.0,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.","168,920",$12.47M
984,984,The Warriors,1979,92,"Action, Crime, Thriller",7.6,65.0,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.","95,488",$22.49M
985,985,The Muppet Movie,1979,95,"Adventure, Comedy, Family",7.6,74.0,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.","33,433",$76.66M
986,986,Escape from Alcatraz,1979,112,"Action, Biography, Crime",7.6,76.0,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.","124,152",$43.00M
988,988,Close Encounters of the Third Kind,1977,138,"Drama, Sci-Fi",7.6,90.0,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.","187,865",$132.09M
989,989,The Long Goodbye,1973,112,"Comedy, Crime, Drama",7.6,87.0,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder.","27,026",$0.96M
990,990,Duck You Sucker,1971,138,"Drama, War, Western",7.6,77.0,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,"30,807",$0.70M
991,991,Kelly's Heroes,1970,144,"Adventure, Comedy, War",7.6,50.0,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,"45,985",$1.38M
993,993,The Jungle Book,1967,78,"Animation, Adventure, Family",7.6,65.0,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,"168,985",$141.84M
994,994,A Hard Day's Night,1964,87,"Comedy, Musical",7.6,96.0,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance.","40,931",$13.78M
997,997,Shane,1953,118,"Drama, Western",7.6,80.0,"A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.","37,753",$20.00M
998,998,From Here to Eternity,1953,118,"Drama, Romance, War",7.6,85.0,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.","44,086",$30.50M
